movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year
3964.0,Movie 3964,Fantasy,6.4,10.0,,,Actor C,2020.0
3965.0,Movie 3965,Action,6.7,10.0,,Scorsese,Actor C,2016.0
3966.0,Movie 3966,Fantasy,7.5,10.0,150.0,Tarantino,Actor B,2016.0
3967.0,Movie 3967,Comedy,5.7,30.0,600.0,Nolan,Actor E,2021.0
3968.0,Movie 3968,Drama,5.9,10.0,,Nolan,Actor C,2022.0
3969.0,Movie 3969,Romance,9.2,100.0,600.0,Rajamouli,Actor C,2022.0
3970.0,Movie 3970,Horror,8.5,150.0,300.0,Nolan,Actor A,2016.0
3971.0,Movie 3971,Comedy,,10.0,600.0,Tarantino,,2021.0
3972.0,Movie 3972,Drama,6.5,60.0,20.0,,Actor A,2015.0
3973.0,Movie 3973,Comedy,7.1,100.0,150.0,Spielberg,Actor C,2019.0
3974.0,Movie 3974,Drama,8.2,150.0,,Nolan,,2017.0
3975.0,Movie 3974,Drama,6.0,60.0,300.0,Tarantino,Actor E,
3976.0,Movie 3976,Fantasy,4.8,100.0,,Rajamouli,Actor D,2019.0
3977.0,Movie 3977,Fantasy,7.0,60.0,20.0,Cameron,Actor B,2015.0
,Movie 3978,Romance,8.1,10.0,80.0,Spielberg,Actor D,2019.0
3979.0,Movie 3979,Comedy,8.1,10.0,150.0,Cameron,Actor D,2016.0
3980.0,Movie 3980,Comedy,8.7,,300.0,,Actor C,2017.0
3981.0,Movie 3981,Fantasy,9.2,60.0,600.0,Tarantino,,
3982.0,Movie 3982,Thriller,6.8,10.0,600.0,Cameron,Actor E,2021.0
3983.0,Movie 3983,Drama,6.9,,150.0,Tarantino,Actor E,2016.0
3984.0,Movie 3984,Drama,4.2,100.0,300.0,,Actor D,2015.0
3985.0,Movie 3985,Horror,5.0,150.0,20.0,,,2019.0
3986.0,Movie 3986,Romance,6.8,100.0,,Nolan,Actor D,2020.0
3987.0,Movie 3987,Drama,7.2,10.0,,Spielberg,Actor E,2022.0
3988.0,Movie 3988,Comedy,4.5,10.0,600.0,Spielberg,Actor A,2015.0
3989.0,Movie 3989,Sci-Fi,8.0,60.0,600.0,Tarantino,Actor B,2018.0
3990.0,Movie 3990,Drama,,30.0,20.0,Rajamouli,,2015.0
3991.0,Movie 3991,Horror,5.4,30.0,300.0,Nolan,Actor C,2022.0
3992.0,Movie 3992,Romance,4.7,10.0,20.0,Scorsese,Actor C,2016.0
3993.0,Movie 3993,Horror,3.8,10.0,20.0,,,
3994.0,Movie 3994,Action,5.9,,,Rajamouli,,2021.0
,Movie 3995,Sci-Fi,8.6,100.0,150.0,Nolan,Actor C,2021.0
3996.0,Movie 3996,Comedy,3.8,150.0,80.0,Spielberg,Actor D,2022.0
3997.0,Movie 3997,Fantasy,4.9,10.0,,Tarantino,Actor C,2016.0
3998.0,Movie 3998,Romance,5.3,100.0,150.0,Nolan,,2020.0
3999.0,Movie 3999,Thriller,8.0,,,,Actor D,
4000.0,Movie 3999,Action,9.4,60.0,150.0,Cameron,Actor B,2017.0
4001.0,Movie 4001,Sci-Fi,7.4,30.0,150.0,Scorsese,Actor D,2016.0
4002.0,Movie 4002,Fantasy,9.1,100.0,,Spielberg,Actor E,2018.0
4003.0,Movie 4003,Sci-Fi,6.7,100.0,600.0,Spielberg,,
4004.0,Movie 4004,Fantasy,4.2,60.0,20.0,Rajamouli,Actor A,2016.0
4005.0,Movie 4005,Sci-Fi,4.6,30.0,80.0,Tarantino,Actor B,2016.0
4006.0,Movie 4006,Sci-Fi,8.9,,80.0,Scorsese,Actor E,2019.0
4007.0,Movie 4007,Romance,6.2,60.0,300.0,Scorsese,Actor C,2018.0
4008.0,Movie 4008,Romance,9.0,30.0,600.0,Spielberg,Actor D,2017.0
4009.0,Movie 4009,Action,,100.0,20.0,Tarantino,Actor B,2020.0
4010.0,Movie 4010,Fantasy,5.7,,80.0,,Actor D,
4011.0,Movie 4011,Comedy,6.4,60.0,20.0,Cameron,Actor E,
,Movie 4012,Sci-Fi,5.4,,600.0,Rajamouli,,2020.0
4013.0,Movie 4013,Comedy,8.0,100.0,80.0,,Actor A,2022.0
4014.0,Movie 4014,Thriller,6.4,60.0,80.0,Spielberg,,2021.0
4015.0,Movie 4015,Fantasy,3.7,150.0,,Spielberg,Actor A,2017.0
4016.0,Movie 4016,Horror,8.8,,150.0,Spielberg,Actor C,2017.0
4017.0,Movie 4017,Fantasy,4.3,,600.0,Scorsese,Actor D,2017.0
4018.0,Movie 4018,Sci-Fi,8.0,150.0,150.0,,Actor D,2018.0
4019.0,Movie 4019,Romance,6.3,,600.0,,Actor E,2021.0
4020.0,Movie 4020,Drama,9.2,150.0,20.0,Rajamouli,Actor C,2018.0
4021.0,Movie 4021,Drama,8.7,10.0,300.0,Cameron,Actor E,2020.0
4022.0,Movie 4022,Comedy,8.4,100.0,80.0,Spielberg,Actor B,2017.0
4023.0,Movie 4023,Sci-Fi,4.4,,150.0,Spielberg,Actor D,
4024.0,Movie 4024,Sci-Fi,8.1,100.0,,Spielberg,Actor C,2017.0
4025.0,Movie 4024,Comedy,6.4,150.0,,,Actor B,2020.0
4026.0,Movie 4026,Horror,7.8,60.0,,Scorsese,Actor D,
4027.0,Movie 4027,Sci-Fi,6.2,60.0,,Nolan,Actor C,2015.0
4028.0,Movie 4028,Comedy,,60.0,150.0,Nolan,,2016.0
,Movie 4029,Drama,4.0,10.0,150.0,Scorsese,,2016.0
4030.0,Movie 4030,Action,5.0,60.0,600.0,Tarantino,Actor B,2016.0
4031.0,Movie 4031,Comedy,5.6,100.0,,Rajamouli,Actor D,2022.0
4032.0,Movie 4032,Thriller,9.3,100.0,600.0,Scorsese,,2020.0
4033.0,Movie 4033,Drama,8.0,30.0,80.0,Cameron,,
4034.0,Movie 4034,Drama,6.7,,,Nolan,Actor E,2021.0
4035.0,Movie 4035,Drama,5.6,60.0,,Rajamouli,Actor C,2022.0
4036.0,Movie 4036,Romance,5.0,,150.0,Nolan,Actor E,2021.0
4037.0,Movie 4037,Fantasy,4.5,60.0,600.0,,Actor E,2019.0
4038.0,Movie 4038,Romance,9.0,,,Tarantino,Actor C,2020.0
4039.0,Movie 4039,Action,7.4,60.0,150.0,Cameron,Actor C,2021.0
4040.0,Movie 4040,Romance,7.0,150.0,,Scorsese,Actor B,2020.0
4041.0,Movie 4041,Fantasy,8.2,60.0,150.0,,Actor A,
4042.0,Movie 4042,Fantasy,3.9,10.0,20.0,Cameron,Actor A,2021.0
4043.0,Movie 4043,Sci-Fi,4.6,10.0,80.0,Cameron,Actor E,2019.0
4044.0,Movie 4044,Drama,6.4,,,Rajamouli,Actor B,2016.0
4045.0,Movie 4045,Thriller,9.4,10.0,,Tarantino,Actor E,2018.0
,Movie 4046,Thriller,8.3,150.0,20.0,,Actor E,2017.0
4047.0,Movie 4047,Sci-Fi,,30.0,600.0,Spielberg,Actor B,2015.0
4048.0,Movie 4048,Comedy,7.3,100.0,20.0,Cameron,Actor A,2020.0
4049.0,Movie 4049,Fantasy,4.6,100.0,20.0,Tarantino,Actor A,2018.0
4050.0,Movie 4049,Sci-Fi,3.8,100.0,600.0,Rajamouli,,2022.0
4051.0,Movie 4051,Thriller,8.1,150.0,,Spielberg,Actor C,2016.0
4052.0,Movie 4052,Drama,6.1,10.0,150.0,Scorsese,,
4053.0,Movie 4053,Romance,5.6,10.0,,Rajamouli,Actor A,2021.0
4054.0,Movie 4054,Romance,5.6,,300.0,Cameron,Actor C,2020.0
4055.0,Movie 4055,Sci-Fi,7.1,10.0,,Tarantino,Actor C,2022.0
4056.0,Movie 4056,Action,7.5,60.0,80.0,Scorsese,Actor C,2022.0
4057.0,Movie 4057,Romance,9.0,60.0,20.0,Nolan,Actor D,2021.0
4058.0,Movie 4058,Action,3.7,150.0,300.0,Nolan,Actor C,2017.0
4059.0,Movie 4059,Thriller,9.4,30.0,,Tarantino,Actor B,2015.0
4060.0,Movie 4060,Comedy,8.5,30.0,150.0,Nolan,Actor B,2015.0
4061.0,Movie 4061,Action,3.9,100.0,150.0,Cameron,Actor C,2020.0
4062.0,Movie 4062,Drama,5.1,10.0,150.0,Cameron,Actor E,2021.0
,Movie 4063,Romance,7.0,150.0,,Nolan,Actor B,2016.0
4064.0,Movie 4064,Action,7.2,150.0,150.0,Spielberg,Actor C,2022.0
4065.0,Movie 4065,Action,8.7,30.0,300.0,Scorsese,Actor E,2020.0
4066.0,Movie 4066,Fantasy,,30.0,600.0,Rajamouli,,2020.0
4067.0,Movie 4067,Sci-Fi,8.6,60.0,20.0,Spielberg,Actor C,2019.0
4068.0,Movie 4068,Romance,5.6,100.0,150.0,Nolan,Actor C,2017.0
4069.0,Movie 4069,Fantasy,3.9,100.0,150.0,Scorsese,Actor D,
4070.0,Movie 4070,Fantasy,7.2,,150.0,Scorsese,Actor D,2017.0
4071.0,Movie 4071,Comedy,4.3,150.0,,Rajamouli,Actor C,2021.0
4072.0,Movie 4072,Romance,4.1,30.0,600.0,Rajamouli,,2015.0
4073.0,Movie 4073,Comedy,6.9,100.0,150.0,Scorsese,Actor D,2021.0
4074.0,Movie 4074,Fantasy,5.2,60.0,600.0,,Actor E,2021.0
4075.0,Movie 4074,Thriller,3.5,,600.0,Rajamouli,Actor C,2018.0
4076.0,Movie 4076,Romance,4.5,100.0,80.0,Tarantino,Actor B,2021.0
4077.0,Movie 4077,Drama,5.2,30.0,80.0,Rajamouli,,2019.0
4078.0,Movie 4078,Romance,5.8,150.0,150.0,Cameron,,2019.0
4079.0,Movie 4079,Thriller,8.5,60.0,150.0,Scorsese,Actor D,2020.0
,Movie 4080,Fantasy,3.9,150.0,300.0,Scorsese,Actor E,2018.0
4081.0,Movie 4081,Drama,5.7,10.0,20.0,,Actor C,2021.0
4082.0,Movie 4082,Comedy,3.7,10.0,,Spielberg,Actor E,2020.0
4083.0,Movie 4083,Fantasy,3.8,,600.0,Nolan,Actor D,2019.0
4084.0,Movie 4084,Fantasy,8.8,10.0,80.0,Rajamouli,Actor A,2020.0
4085.0,Movie 4085,Sci-Fi,,60.0,300.0,Nolan,Actor D,2015.0
4086.0,Movie 4086,Drama,7.9,30.0,,Spielberg,Actor D,2016.0
4087.0,Movie 4087,Comedy,8.9,10.0,,Rajamouli,Actor A,2022.0
4088.0,Movie 4088,Comedy,3.9,30.0,150.0,Spielberg,Actor D,2021.0
4089.0,Movie 4089,Horror,4.2,60.0,600.0,,Actor A,2015.0
4090.0,Movie 4090,Sci-Fi,8.6,150.0,80.0,Rajamouli,,2019.0
4091.0,Movie 4091,Drama,5.0,60.0,300.0,Nolan,Actor E,2019.0
4092.0,Movie 4092,Drama,8.3,100.0,,,Actor E,2022.0
4093.0,Movie 4093,Drama,6.1,10.0,600.0,,Actor C,2019.0
4094.0,Movie 4094,Comedy,4.8,30.0,150.0,Scorsese,Actor B,2016.0
4095.0,Movie 4095,Thriller,6.5,,20.0,Rajamouli,Actor A,
4096.0,Movie 4096,Drama,6.4,100.0,300.0,Spielberg,Actor A,2019.0
,Movie 4097,Sci-Fi,6.6,10.0,,,Actor B,2017.0
4098.0,Movie 4098,Thriller,9.4,150.0,300.0,Rajamouli,Actor E,2021.0
4099.0,Movie 4099,Sci-Fi,9.1,100.0,,Spielberg,Actor B,2020.0
4100.0,Movie 4099,Thriller,4.9,,,Rajamouli,Actor C,2016.0
4101.0,Movie 4101,Thriller,6.9,10.0,150.0,Cameron,Actor A,2022.0
4102.0,Movie 4102,Comedy,9.1,10.0,20.0,Tarantino,Actor E,2019.0
4103.0,Movie 4103,Thriller,8.4,100.0,150.0,Rajamouli,Actor B,2022.0
4104.0,Movie 4104,Comedy,,30.0,150.0,Nolan,Actor E,
4105.0,Movie 4105,Action,6.9,100.0,150.0,Spielberg,,2022.0
4106.0,Movie 4106,Action,9.3,60.0,300.0,,Actor C,2022.0
4107.0,Movie 4107,Romance,5.5,30.0,20.0,Cameron,Actor E,2018.0
4108.0,Movie 4108,Romance,6.2,100.0,150.0,,Actor E,2018.0
4109.0,Movie 4109,Romance,5.5,60.0,300.0,,,2022.0
4110.0,Movie 4110,Action,5.1,,,Rajamouli,,2022.0
4111.0,Movie 4111,Action,4.3,10.0,150.0,Tarantino,Actor D,2015.0
4112.0,Movie 4112,Romance,4.9,30.0,80.0,Tarantino,Actor A,2015.0
4113.0,Movie 4113,Horror,8.2,100.0,20.0,Nolan,Actor B,2017.0
,Movie 4114,Thriller,6.3,30.0,600.0,Scorsese,,2021.0
4115.0,Movie 4115,Drama,8.6,30.0,150.0,Tarantino,Actor C,2021.0
4116.0,Movie 4116,Drama,5.7,100.0,300.0,,Actor E,2018.0
4117.0,Movie 4117,Action,7.8,,80.0,Spielberg,,2019.0
4118.0,Movie 4118,Horror,6.8,60.0,,Cameron,Actor C,2016.0
4119.0,Movie 4119,Thriller,4.6,10.0,150.0,Cameron,Actor B,2018.0
4120.0,Movie 4120,Horror,8.8,10.0,150.0,,Actor D,2022.0
4121.0,Movie 4121,Horror,4.1,150.0,80.0,Nolan,Actor C,2015.0
4122.0,Movie 4122,Drama,4.2,30.0,80.0,Nolan,Actor D,2020.0
4123.0,Movie 4123,Romance,,30.0,300.0,Tarantino,Actor A,2016.0
4124.0,Movie 4124,Sci-Fi,6.1,10.0,300.0,Tarantino,Actor D,
4125.0,Movie 4124,Comedy,7.9,30.0,,Scorsese,Actor E,2021.0
4126.0,Movie 4126,Comedy,4.0,30.0,80.0,Cameron,Actor C,
4127.0,Movie 4127,Comedy,7.1,60.0,,Cameron,Actor B,2019.0
4128.0,Movie 4128,Fantasy,5.2,100.0,20.0,Scorsese,Actor C,2020.0
4129.0,Movie 4129,Comedy,6.0,10.0,150.0,Tarantino,Actor D,2022.0
4130.0,Movie 4130,Romance,6.6,60.0,80.0,Spielberg,,2016.0
,Movie 4131,Thriller,5.9,10.0,600.0,Nolan,Actor E,2019.0
4132.0,Movie 4132,Comedy,5.3,100.0,300.0,Spielberg,Actor B,2022.0
4133.0,Movie 4133,Action,9.0,100.0,80.0,Spielberg,Actor A,2021.0
4134.0,Movie 4134,Thriller,9.5,100.0,300.0,Scorsese,Actor B,
4135.0,Movie 4135,Romance,6.8,150.0,20.0,Tarantino,Actor A,2016.0
4136.0,Movie 4136,Fantasy,7.3,30.0,20.0,Tarantino,Actor D,
4137.0,Movie 4137,Comedy,4.4,,600.0,Tarantino,Actor A,
4138.0,Movie 4138,Comedy,9.3,,80.0,Cameron,,2019.0
4139.0,Movie 4139,Drama,6.6,10.0,20.0,Cameron,,2021.0
4140.0,Movie 4140,Romance,3.8,60.0,300.0,Scorsese,Actor A,2022.0
4141.0,Movie 4141,Drama,9.3,100.0,150.0,Spielberg,Actor A,2015.0
4142.0,Movie 4142,Fantasy,,,20.0,Tarantino,Actor C,2016.0
4143.0,Movie 4143,Thriller,4.7,10.0,20.0,Spielberg,Actor E,2016.0
4144.0,Movie 4144,Action,6.4,30.0,300.0,Nolan,Actor B,2015.0
4145.0,Movie 4145,Horror,6.9,100.0,80.0,Spielberg,,2022.0
4146.0,Movie 4146,Sci-Fi,8.1,,20.0,Cameron,,2020.0
4147.0,Movie 4147,Action,7.6,60.0,150.0,Nolan,Actor B,2018.0
,Movie 4148,Comedy,3.7,100.0,150.0,Scorsese,Actor D,2021.0
4149.0,Movie 4149,Action,4.6,,150.0,Rajamouli,Actor D,
4150.0,Movie 4149,Comedy,3.8,100.0,20.0,Tarantino,Actor E,
4151.0,Movie 4151,Action,4.7,150.0,300.0,Cameron,,
4152.0,Movie 4152,Romance,7.0,60.0,20.0,Cameron,Actor C,2019.0
4153.0,Movie 4153,Thriller,5.3,30.0,20.0,Rajamouli,Actor C,2017.0
4154.0,Movie 4154,Drama,7.9,100.0,600.0,Rajamouli,Actor B,
4155.0,Movie 4155,Sci-Fi,9.4,150.0,150.0,Spielberg,Actor B,2019.0
4156.0,Movie 4156,Horror,4.7,30.0,150.0,,Actor A,2017.0
4157.0,Movie 4157,Horror,5.9,,,Spielberg,Actor B,2021.0
4158.0,Movie 4158,Horror,9.2,100.0,80.0,Nolan,Actor D,2017.0
4159.0,Movie 4159,Comedy,5.0,150.0,,Scorsese,Actor D,2020.0
4160.0,Movie 4160,Drama,5.8,10.0,150.0,Scorsese,Actor C,2017.0
4161.0,Movie 4161,Sci-Fi,,,600.0,Spielberg,Actor A,2015.0
4162.0,Movie 4162,Sci-Fi,4.1,60.0,300.0,Tarantino,,2017.0
4163.0,Movie 4163,Action,6.7,30.0,150.0,Rajamouli,Actor C,2015.0
4164.0,Movie 4164,Romance,5.2,10.0,80.0,,Actor C,
,Movie 4165,Fantasy,4.0,,300.0,Rajamouli,Actor D,
4166.0,Movie 4166,Action,5.8,10.0,300.0,Rajamouli,Actor E,2022.0
4167.0,Movie 4167,Fantasy,9.0,60.0,600.0,Spielberg,Actor C,2021.0
4168.0,Movie 4168,Comedy,9.3,150.0,80.0,Spielberg,,2016.0
4169.0,Movie 4169,Action,3.7,100.0,80.0,Rajamouli,Actor A,2021.0
4170.0,Movie 4170,Sci-Fi,7.0,30.0,,,,2021.0
4171.0,Movie 4171,Comedy,5.0,30.0,600.0,,Actor A,
4172.0,Movie 4172,Action,3.6,10.0,600.0,Tarantino,Actor B,2016.0
4173.0,Movie 4173,Thriller,4.8,30.0,20.0,Cameron,Actor D,2016.0
4174.0,Movie 4174,Action,4.4,60.0,150.0,Spielberg,Actor B,2022.0
4175.0,Movie 4174,Fantasy,4.1,10.0,300.0,Nolan,Actor E,2017.0
4176.0,Movie 4176,Comedy,9.3,150.0,80.0,Rajamouli,Actor D,2022.0
4177.0,Movie 4177,Fantasy,6.3,60.0,300.0,Cameron,Actor A,2016.0
4178.0,Movie 4178,Sci-Fi,9.0,10.0,,Rajamouli,Actor E,2017.0
4179.0,Movie 4179,Romance,7.3,60.0,300.0,Scorsese,,
4180.0,Movie 4180,Thriller,,60.0,300.0,Scorsese,Actor B,2020.0
4181.0,Movie 4181,Action,5.5,100.0,150.0,Scorsese,,2022.0
,Movie 4182,Action,6.1,150.0,600.0,Nolan,Actor B,2016.0
4183.0,Movie 4183,Horror,4.5,30.0,150.0,Spielberg,Actor E,2015.0
4184.0,Movie 4184,Sci-Fi,5.1,30.0,600.0,,,2015.0
4185.0,Movie 4185,Sci-Fi,7.8,60.0,150.0,Tarantino,Actor C,2017.0
4186.0,Movie 4186,Fantasy,9.4,10.0,300.0,Cameron,Actor D,2020.0
4187.0,Movie 4187,Drama,6.1,100.0,150.0,Tarantino,Actor E,2019.0
4188.0,Movie 4188,Horror,4.7,100.0,80.0,Scorsese,Actor B,
4189.0,Movie 4189,Horror,7.8,10.0,150.0,Spielberg,Actor B,2015.0
4190.0,Movie 4190,Drama,6.4,30.0,300.0,Cameron,Actor E,2019.0
4191.0,Movie 4191,Thriller,8.0,150.0,80.0,Cameron,,2016.0
4192.0,Movie 4192,Fantasy,4.7,,,Rajamouli,Actor D,2017.0
4193.0,Movie 4193,Fantasy,5.5,10.0,,Tarantino,Actor E,
4194.0,Movie 4194,Sci-Fi,7.4,150.0,,,Actor C,2016.0
4195.0,Movie 4195,Fantasy,4.7,60.0,600.0,Nolan,Actor B,2021.0
4196.0,Movie 4196,Fantasy,5.0,,600.0,Tarantino,Actor E,2022.0
4197.0,Movie 4197,Action,8.0,100.0,20.0,Rajamouli,Actor D,2015.0
4198.0,Movie 4198,Thriller,7.3,150.0,20.0,Nolan,Actor A,2022.0
,Movie 4199,Drama,,150.0,80.0,,Actor B,2018.0
4200.0,Movie 4199,Thriller,5.2,10.0,80.0,,Actor C,2022.0
4201.0,Movie 4201,Drama,6.0,150.0,20.0,Tarantino,Actor B,2019.0
4202.0,Movie 4202,Horror,6.3,100.0,150.0,Rajamouli,Actor D,2017.0
4203.0,Movie 4203,Romance,8.2,60.0,20.0,,Actor A,2019.0
4204.0,Movie 4204,Romance,7.3,100.0,300.0,,Actor B,2018.0
4205.0,Movie 4205,Thriller,9.0,60.0,80.0,Tarantino,Actor D,2022.0
4206.0,Movie 4206,Horror,4.6,60.0,600.0,Nolan,Actor A,2016.0
4207.0,Movie 4207,Thriller,4.4,60.0,600.0,Cameron,,2018.0
4208.0,Movie 4208,Romance,6.4,30.0,150.0,Scorsese,Actor E,2022.0
4209.0,Movie 4209,Comedy,4.3,10.0,,Cameron,Actor D,2017.0
4210.0,Movie 4210,Romance,8.9,60.0,150.0,,Actor D,2020.0
4211.0,Movie 4211,Comedy,4.1,10.0,,,,2022.0
4212.0,Movie 4212,Action,7.5,60.0,20.0,Rajamouli,Actor E,2019.0
4213.0,Movie 4213,Drama,6.2,10.0,300.0,Cameron,Actor B,2015.0
4214.0,Movie 4214,Fantasy,6.1,30.0,150.0,Scorsese,Actor B,2016.0
4215.0,Movie 4215,Romance,6.5,60.0,600.0,Scorsese,Actor D,2019.0
,Movie 4216,Action,7.8,60.0,150.0,Nolan,Actor D,2015.0
4217.0,Movie 4217,Action,8.6,60.0,300.0,Scorsese,Actor E,2022.0
4218.0,Movie 4218,Horror,,,300.0,Spielberg,Actor C,2021.0
4219.0,Movie 4219,Comedy,7.7,30.0,300.0,Rajamouli,Actor B,
4220.0,Movie 4220,Comedy,6.2,10.0,,Scorsese,Actor E,2019.0
4221.0,Movie 4221,Drama,8.9,150.0,,Cameron,Actor D,2022.0
4222.0,Movie 4222,Romance,8.5,,150.0,Scorsese,,2015.0
4223.0,Movie 4223,Action,4.4,150.0,,Scorsese,,2016.0
4224.0,Movie 4224,Horror,5.7,100.0,,Nolan,Actor E,2018.0
4225.0,Movie 4224,Action,5.6,100.0,20.0,Tarantino,Actor C,2017.0
4226.0,Movie 4226,Comedy,6.0,100.0,80.0,Spielberg,,
4227.0,Movie 4227,Fantasy,7.6,,150.0,Scorsese,Actor C,2017.0
4228.0,Movie 4228,Action,7.2,10.0,80.0,Spielberg,Actor D,2020.0
4229.0,Movie 4229,Horror,4.4,10.0,80.0,Rajamouli,Actor A,2021.0
4230.0,Movie 4230,Action,5.8,10.0,20.0,Nolan,Actor C,2016.0
4231.0,Movie 4231,Thriller,5.6,100.0,300.0,Spielberg,Actor A,2017.0
4232.0,Movie 4232,Romance,4.3,100.0,300.0,Nolan,Actor B,2016.0
,Movie 4233,Fantasy,8.4,10.0,300.0,,Actor E,2018.0
4234.0,Movie 4234,Fantasy,4.5,60.0,20.0,Rajamouli,Actor A,2017.0
4235.0,Movie 4235,Thriller,8.2,60.0,150.0,,,2017.0
4236.0,Movie 4236,Fantasy,7.2,100.0,,Rajamouli,Actor A,2016.0
4237.0,Movie 4237,Drama,,60.0,600.0,Scorsese,,2018.0
4238.0,Movie 4238,Horror,3.7,30.0,150.0,Rajamouli,Actor E,2022.0
4239.0,Movie 4239,Thriller,6.4,100.0,20.0,Rajamouli,,2021.0
4240.0,Movie 4240,Thriller,5.2,150.0,20.0,Nolan,Actor E,2016.0
4241.0,Movie 4241,Romance,7.3,60.0,300.0,,Actor E,2022.0
4242.0,Movie 4242,Romance,3.8,30.0,300.0,Scorsese,Actor E,2017.0
4243.0,Movie 4243,Sci-Fi,8.0,30.0,300.0,,,2017.0
4244.0,Movie 4244,Romance,5.3,10.0,80.0,Tarantino,Actor C,2022.0
4245.0,Movie 4245,Action,7.1,,20.0,Nolan,Actor E,2019.0
4246.0,Movie 4246,Drama,7.4,10.0,,Nolan,Actor A,2022.0
4247.0,Movie 4247,Drama,4.1,60.0,80.0,Nolan,Actor C,2019.0
4248.0,Movie 4248,Romance,7.1,,150.0,Tarantino,,2021.0
4249.0,Movie 4249,Sci-Fi,6.4,60.0,,,Actor A,2022.0
,Movie 4249,Fantasy,6.5,,80.0,Cameron,Actor C,2017.0
4251.0,Movie 4251,Fantasy,7.0,150.0,150.0,Nolan,Actor B,2021.0
4252.0,Movie 4252,Romance,9.1,,150.0,Spielberg,,2017.0
4253.0,Movie 4253,Comedy,7.9,150.0,20.0,Scorsese,Actor C,2019.0
4254.0,Movie 4254,Comedy,5.1,100.0,300.0,Tarantino,Actor C,
4255.0,Movie 4255,Thriller,6.4,,600.0,Scorsese,Actor D,
4256.0,Movie 4256,Romance,,10.0,80.0,Cameron,,2022.0
4257.0,Movie 4257,Comedy,9.5,10.0,300.0,Cameron,Actor B,2019.0
4258.0,Movie 4258,Romance,9.2,10.0,,,Actor D,2017.0
4259.0,Movie 4259,Fantasy,8.9,,300.0,,Actor E,2016.0
4260.0,Movie 4260,Fantasy,4.4,60.0,300.0,Rajamouli,,2022.0
4261.0,Movie 4261,Drama,4.5,60.0,600.0,Nolan,Actor A,2017.0
4262.0,Movie 4262,Comedy,5.2,150.0,300.0,,Actor E,2022.0
4263.0,Movie 4263,Comedy,4.3,10.0,,Nolan,Actor B,2016.0
4264.0,Movie 4264,Sci-Fi,7.4,,600.0,Rajamouli,Actor C,2020.0
4265.0,Movie 4265,Horror,8.3,10.0,600.0,Spielberg,Actor A,2020.0
4266.0,Movie 4266,Comedy,9.0,60.0,20.0,Spielberg,Actor A,2015.0
,Movie 4267,Drama,6.9,150.0,20.0,,Actor C,2021.0
4268.0,Movie 4268,Comedy,7.8,150.0,80.0,,Actor E,2022.0
4269.0,Movie 4269,Sci-Fi,3.8,100.0,20.0,,Actor C,2019.0
4270.0,Movie 4270,Drama,8.6,,,Spielberg,Actor C,
4271.0,Movie 4271,Action,5.0,100.0,20.0,Scorsese,Actor D,2015.0
4272.0,Movie 4272,Action,8.3,100.0,20.0,Rajamouli,,2016.0
4273.0,Movie 4273,Action,9.3,150.0,20.0,Tarantino,Actor D,2015.0
4274.0,Movie 4274,Sci-Fi,4.9,100.0,20.0,Scorsese,Actor D,
4275.0,Movie 4274,Thriller,,150.0,20.0,Rajamouli,Actor D,2017.0
4276.0,Movie 4276,Thriller,8.5,100.0,300.0,Spielberg,Actor B,2019.0
4277.0,Movie 4277,Thriller,5.7,,80.0,Scorsese,Actor B,2021.0
4278.0,Movie 4278,Thriller,5.9,10.0,20.0,Nolan,Actor B,2019.0
4279.0,Movie 4279,Thriller,8.8,10.0,20.0,,Actor B,2021.0
4280.0,Movie 4280,Drama,8.3,100.0,300.0,Scorsese,Actor E,2016.0
4281.0,Movie 4281,Romance,9.5,10.0,20.0,Spielberg,Actor C,2017.0
4282.0,Movie 4282,Romance,6.0,60.0,600.0,Cameron,,2017.0
4283.0,Movie 4283,Sci-Fi,4.2,150.0,300.0,Rajamouli,Actor C,2017.0
,Movie 4284,Romance,7.2,30.0,20.0,Spielberg,,2022.0
4285.0,Movie 4285,Horror,6.6,,,,Actor C,2021.0
4286.0,Movie 4286,Horror,3.6,100.0,80.0,Spielberg,Actor D,2018.0
4287.0,Movie 4287,Comedy,4.7,100.0,80.0,,Actor D,2015.0
4288.0,Movie 4288,Comedy,5.6,100.0,,Spielberg,Actor C,2020.0
4289.0,Movie 4289,Sci-Fi,5.7,100.0,600.0,Rajamouli,Actor E,2020.0
4290.0,Movie 4290,Action,8.7,150.0,20.0,Cameron,Actor A,2019.0
4291.0,Movie 4291,Horror,4.8,60.0,20.0,,Actor C,2021.0
4292.0,Movie 4292,Romance,8.7,60.0,150.0,Cameron,Actor A,2020.0
4293.0,Movie 4293,Romance,4.0,30.0,150.0,Nolan,Actor B,2015.0
4294.0,Movie 4294,Thriller,,150.0,20.0,Rajamouli,Actor E,
4295.0,Movie 4295,Sci-Fi,5.0,30.0,80.0,Rajamouli,Actor D,2015.0
4296.0,Movie 4296,Thriller,4.1,100.0,80.0,Tarantino,Actor C,2019.0
4297.0,Movie 4297,Sci-Fi,8.6,100.0,,Rajamouli,Actor A,2016.0
4298.0,Movie 4298,Thriller,6.1,,20.0,Cameron,Actor C,2018.0
4299.0,Movie 4299,Horror,6.8,30.0,600.0,Spielberg,Actor B,2017.0
